solution_id,num_clusters_f2,disagreement_f1
solution_140,62,678.500000000001
solution_139,62,678.500000000001
solution_138,62,678.500000000001
solution_137,62,678.500000000001
solution_136,62,678.500000000001
solution_135,62,678.500000000001
solution_134,62,678.500000000001
solution_133,62,678.500000000001
solution_132,62,678.500000000001
solution_131,62,678.500000000001
solution_130,62,678.500000000001
solution_129,62,678.500000000001
solution_128,62,678.500000000001
solution_127,62,678.500000000001
solution_126,62,678.500000000001
solution_141,62,678.500000000001
solution_142,62,678.500000000001
solution_143,62,678.500000000001
solution_144,62,678.500000000001
solution_160,62,678.500000000001
solution_159,62,678.500000000001
solution_158,62,678.500000000001
solution_157,62,678.500000000001
solution_156,62,678.500000000001
solution_155,62,678.500000000001
solution_154,62,678.500000000001
solution_125,62,678.500000000001
solution_153,62,678.500000000001
solution_151,62,678.500000000001
solution_150,62,678.500000000001
solution_149,62,678.500000000001
solution_148,62,678.500000000001
solution_147,62,678.500000000001
solution_146,62,678.500000000001
solution_145,62,678.500000000001
solution_152,62,678.500000000001
solution_124,62,678.500000000001
solution_123,62,678.500000000001
solution_122,62,678.500000000001
solution_101,62,678.500000000001
solution_100,62,678.500000000001
solution_99,62,678.500000000001
solution_98,62,678.500000000001
solution_97,62,678.500000000001
solution_96,62,678.500000000001
solution_95,62,678.500000000001
solution_102,62,678.500000000001
solution_94,62,678.500000000001
solution_92,62,678.500000000001
solution_91,62,678.500000000001
solution_90,62,678.500000000001
solution_89,62,678.500000000001
solution_88,62,678.500000000001
solution_87,62,678.500000000001
solution_86,62,678.500000000001
solution_93,62,678.500000000001
solution_162,62,678.500000000001
solution_103,62,678.500000000001
solution_105,62,678.500000000001
solution_121,62,678.500000000001
solution_120,62,678.500000000001
solution_119,62,678.500000000001
solution_118,62,678.500000000001
solution_117,62,678.500000000001
solution_116,62,678.500000000001
solution_115,62,678.500000000001
solution_104,62,678.500000000001
solution_114,62,678.500000000001
solution_112,62,678.500000000001
solution_111,62,678.500000000001
solution_110,62,678.500000000001
solution_109,62,678.500000000001
solution_108,62,678.500000000001
solution_107,62,678.500000000001
solution_106,62,678.500000000001
solution_113,62,678.500000000001
solution_319,62,678.500000000001
solution_316,62,678.500000000001
solution_321,62,678.500000000001
solution_532,62,678.500000000001
solution_531,62,678.500000000001
solution_530,62,678.500000000001
solution_529,62,678.500000000001
solution_528,62,678.500000000001
solution_527,62,678.500000000001
solution_526,62,678.500000000001
solution_525,62,678.500000000001
solution_524,62,678.500000000001
solution_523,62,678.500000000001
solution_522,62,678.500000000001
solution_521,62,678.500000000001
solution_520,62,678.500000000001
solution_519,62,678.500000000001
solution_518,62,678.500000000001
solution_533,62,678.500000000001
solution_534,62,678.500000000001
solution_535,62,678.500000000001
solution_536,62,678.500000000001
solution_552,62,678.500000000001
